Month,OrdinalDate,WaterTemperature,Conductivity,EmbryoMidlineLength,MembraneAverage,MembraneStandardDeviation,MembraneCoefficientOfVariation,PerivittelineSpaceIndex,EmbryoAverage,EmbryoStandardDeviation,EmbryoCoefficientOfVariation,EggStage,DefinableEmbryo,PigmentPresence,DebrisAdhesion,DeflatedMembrane,Common.name,Family,Genus,Species,Common.name.IC,Family.IC,Genus.IC,Species.IC
5,147,19.9,328,0,1.991109,0.175402581,0.088092908,0.94119345,1.87401875,0.23661987,0.126263342,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,1.92296925,0.132814195,0.069067248,0.949555486,1.825966,0.197598872,0.108216074,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,1.844465,0.142050843,0.077014659,0.737927394,1.36108125,0.236553419,0.173798161,4,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,172,25.4,393,2.992266,3.5314025,0.21735904,0.061550344,0.496981483,1.75504165,0.826072144,0.470685208,7,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,2.35044825,0.331626725,0.141090843,0.563547623,1.324589525,0.174290136,0.131580488,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,1.868869,0.068815278,0.036821884,0.741127401,1.385070025,0.155567013,0.112317075,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,20.6,434,0,3.60123875,0.343662691,0.095429022,0.411185526,1.48077725,0.153666003,0.103773882,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,1.6324245,0.195690758,0.119877371,0.881627144,1.43918975,0.242250348,0.16832412,4,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,181,24.5,576,0,4.3791415,0.286432301,0.065408323,0.436362013,1.910891,0.139098577,0.072792523,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,2.12972625,0.118546977,0.055663012,0.838872026,1.786567775,0.110577798,0.061893985,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,1.96536825,0.173768452,0.088415213,0.728075718,1.4309369,0.200900376,0.140397788,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,2.21687475,0.188450894,0.085007461,0.537166229,1.19083025,0.154700314,0.129909627,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,20.6,434,0,3.40348375,0.074170033,0.021792386,0.398869467,1.35754575,0.082196467,0.060547843,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,1.962974,0.167484031,0.085321574,0.950442033,1.865693,0.147985994,0.079319584,4,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,132,17.8,641,0,3.10268625,0.219068914,0.070606209,0.477957931,1.4829535,0.221223162,0.14917741,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,132,17.8,641,0,2.9733435,0.070645983,0.023759779,0.422998049,1.2577185,0.051817462,0.04119957,6,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,20.6,434,0,3.4988025,0.202636084,0.05791584,0.409125694,1.43145,0.090266881,0.063059752,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,172,25.4,393,0,4.01965575,0.529888133,0.131824257,0.512382684,2.059602,0.373827726,0.181504837,6,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,172,25.4,393,0,3.8250005,0.169602813,0.044340599,0.340110871,1.30092425,0.192821317,0.148218712,6,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,2.06037175,0.133174031,0.064635924,0.721017045,1.48556315,0.155363756,0.104582397,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,4.15654,1.7222195,0.389780271,0.226324386,0.785835923,1.35338195,0.327708712,0.242140596,8,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,1.8555085,0.145044597,0.078169729,0.915750858,1.6991835,0.188315546,0.11082708,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,1.79895125,0.362329623,0.201411585,0.8188703,1.47310775,0.275333315,0.186906433,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,1.635874,0.161391874,0.098657888,0.971877113,1.5898685,0.157414328,0.09901091,4,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,2.0582155,0.066788058,0.032449497,0.922981534,1.8996949,0.074631976,0.039286296,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,2.730985,2.132091,0.187897474,0.088128262,0.719288483,1.5335885,0.125140899,0.081600051,7,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,1.88525425,0.154335282,0.081864439,0.861052972,1.623303775,0.055161852,0.033981225,4,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.714109,0.209777928,0.05648136,0.376352579,1.3978145,0.026560627,0.019001539,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,172,25.4,393,0,3.350573,0.334201314,0.099744525,0.445665092,1.493233425,0.379011067,0.253819035,6,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,2.42190725,0.386697311,0.159666441,0.559667758,1.3554634,0.341391962,0.251863652,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.44828275,0.423550198,0.122829312,0.398569476,1.37438025,0.141497579,0.102953734,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,2.53328875,0.096302694,0.03801489,0.496923377,1.2588504,0.147596309,0.117246902,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,1.54261525,0.36786963,0.238471407,0.815828915,1.258510125,0.211203854,0.167820544,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,2.13719175,0.13762076,0.064393268,0.796362446,1.70197925,0.191435515,0.112478172,4,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,2.96421125,0.359504865,0.121281796,0.565141992,1.67520025,0.296942646,0.177258,3,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.8557285,0.094855017,0.024601062,0.454526687,1.7525315,0.18391888,0.104944693,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,2.97716275,0.078281971,0.026294152,0.814424237,2.4246735,0.298901109,0.123274787,4,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.4297365,0.224154052,0.065356056,0.422162971,1.44790775,0.105698012,0.073000515,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.60444325,0.37206298,0.103223426,0.387328542,1.39610375,0.105662791,0.075684054,5,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,172,25.4,393,0,3.79679625,0.525308352,0.138355687,0.483446669,1.8355485,0.181933907,0.099116916,6,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,2.08046425,0.128098949,0.06157229,0.834443995,1.7360309,0.17804805,0.102560416,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,2.02575625,0.101218328,0.0499657,0.96482326,1.95449675,0.071864652,0.036768878,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,1.91463625,0.066418802,0.034690037,0.973704274,1.8642895,0.112094408,0.060127147,4,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,172,25.4,393,0,3.589591,0.706250221,0.196749496,0.517351698,1.857081,0.56637521,0.304981425,6,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.72886975,0.305117647,0.081825772,0.411585575,1.534749,0.091978222,0.059930465,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,1.9795085,0.104459293,0.052770318,0.762207462,1.50879615,0.051898392,0.034397219,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,20.6,434,0,3.434298,0.328524177,0.095659776,0.409811117,1.4074135,0.133936259,0.095164825,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.438038,0.45228954,0.13155455,0.464724066,1.597739,0.165011167,0.103277924,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,20.6,434,0,3.918083,0.139852678,0.035694159,0.375164908,1.46992725,0.027946298,0.019012028,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,20.6,434,0,3.8650425,0.194210013,0.050247834,0.358756663,1.38660975,0.037729176,0.027209657,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,1.961143,0.196315736,0.100102714,0.847362737,1.6617995,0.286451395,0.172374221,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,20.6,434,0,3.56577225,0.098965789,0.027754378,0.366434929,1.3066235,0.027410306,0.020977968,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,1.94191425,0.225923152,0.116340437,0.635566761,1.23421615,0.092673303,0.075086769,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,20.6,434,0,3.799544,0.097692789,0.025711714,0.384929481,1.4625565,0.093890584,0.06419621,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.07199825,0.204509263,0.066572064,0.45311655,1.39197325,0.031546477,0.022663135,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,2.5976135,0.256119371,0.098597952,0.525532667,1.36513075,0.074340477,0.054456672,3,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,2.78170575,0.243794505,0.08764209,0.609250188,1.69475475,0.101182158,0.059703127,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,1.9464985,0.11090081,0.056974516,0.878177931,1.709372025,0.270305427,0.158131421,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.4085825,0.109383066,0.032090485,0.548362186,1.86913775,0.495180365,0.26492449,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,2.1039335,0.050611715,0.024055758,0.798772513,1.68056425,0.268958595,0.16004065,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.4571665,0.38968833,0.112718994,0.465250227,1.6084475,0.07202833,0.044781275,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.88308875,0.138573521,0.035686416,0.352229974,1.36774025,0.056723684,0.041472556,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,161,24.8,633,3.036109,3.28502,0.355582914,0.108243759,0.466992598,1.534080025,0.475928845,0.3102373,8,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,1.77659275,0.20030725,0.112747983,0.962878381,1.71064275,0.225330953,0.131722975,4,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.1964595,0.093035117,0.029105677,0.435442714,1.391875,0.058027407,0.041690099,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.2217285,0.208499457,0.064716644,0.620147461,1.99794675,0.084157826,0.042122156,4,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,161,24.8,633,4.289228,2.7464535,0.356245696,0.12971117,0.528251252,1.4508175,0.263017651,0.181289274,8,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.89044875,0.149415225,0.038405653,0.391261998,1.52218475,0.113868676,0.074806081,3,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,161,24.8,633,3.865533,3.63441575,0.27935418,0.076863573,0.342003526,1.242983,0.12164917,0.097868732,8,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,2.38792675,0.245961591,0.103002151,0.62667898,1.4964635,0.14692338,0.098180396,3,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,2.26515675,0.922598895,0.407300243,0.663152771,1.502144975,0.715403942,0.476254925,5,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,1.868995,0.11249326,0.060189171,0.483308002,0.90330024,0.111388295,0.123312593,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,172,25.4,393,3.722549,3.763998,0.197223672,0.05239739,0.568672059,2.140480493,0.960779146,0.448861435,7,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.6892135,0.067712773,0.018354257,0.424209184,1.56499825,0.046915301,0.029977862,3,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,180,21.8,391,0,3.66470175,0.277132276,0.075622055,0.344387166,1.26207625,0.077047478,0.061048196,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,162,26.2,507,2.106159,1.3329485,0.336851703,0.252711716,0.762395303,1.016233675,0.113435876,0.111623811,8,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.2758735,0.366492076,0.111876138,0.644071345,2.10989625,0.476013262,0.225609796,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,162,26.2,507,0,1.173353825,0.342458767,0.29186317,0.760026734,0.891780275,0.088410606,0.09913945,6,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,172,25.4,393,4.090548,3.55683675,0.23885458,0.067153653,0.409261614,1.45567675,0.223280155,0.153385808,8,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.89724475,0.074078613,0.019007945,0.653414634,2.54651675,0.319623056,0.125513824,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,2.2562435,0.064289004,0.028493823,0.903495788,2.0385065,0.123852843,0.060756658,1,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.57265025,0.165673422,0.046372696,0.444746026,1.588922,0.090068487,0.056685279,3,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.52084075,0.208565709,0.059237473,0.416560164,1.466642,0.042678299,0.029099329,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,2.205091,0.422397698,0.191555677,0.877216632,1.9343425,0.478355931,0.247296397,4,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.475111,0.142696143,0.041062327,0.463504979,1.61073125,0.148858363,0.092416635,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,180,21.8,391,3.789844,2.449123,1.130933819,0.461770935,0.490758529,1.201928,0.135441192,0.11268661,8,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.0498945,0.177724636,0.058272388,0.406161344,1.23874925,0.120222608,0.097051609,3,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,2.1565895,0.216315746,0.100304553,0.814330173,1.7561759,0.252212808,0.143614776,4,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,4.18341825,0.076311229,0.018241358,0.359929347,1.505735,0.08700621,0.057783216,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.8997465,0.111010569,0.028466099,0.377713654,1.4729875,0.03483688,0.023650493,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.27181275,0.086325412,0.026384582,0.447863344,1.465325,0.037462235,0.02556582,3,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,4.004599,0.421250883,0.105191777,0.376854711,1.509152,0.307336465,0.203648449,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.0245395,0.313303689,0.103587237,0.461581507,1.3960715,0.259155886,0.185632244,3,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.39425275,0.337296553,0.099372845,0.43339193,1.47104175,0.069295572,0.047106461,3,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,2.644307,0.203487265,0.076952966,0.548109391,1.4493695,0.157272136,0.108510726,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,172,26.3,473,0,2.455376,0.61616532,0.250945403,0.802175003,1.96964125,0.632768821,0.321260951,4,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.593367,0.323098794,0.089915334,0.43696483,1.570175,0.188149588,0.119827145,3,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,2.920463,0.126628363,0.043359003,0.479697226,1.400938,0.056523201,0.040346683,3,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.19537025,0.068602705,0.021469407,0.42872387,1.3699315,0.282356126,0.206109667,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.9315515,0.22485808,0.057193218,0.536451831,2.109088,0.072638212,0.034440579,3,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.63663425,0.422129551,0.116076988,0.473448423,1.72175875,0.29052261,0.168735957,3,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,172,25.4,393,0,4.316655,0.1237733,0.028673429,0.433536384,1.871427,0.504142673,0.269389441,6,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.81972475,0.428426928,0.112161728,0.376244453,1.43715025,0.348254966,0.242323282,3,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,172,26.3,473,0,2.642318,0.574262473,0.217332839,0.554577647,1.4653705,0.176922124,0.120735421,5,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,3.1089715,0.311022243,0.100040236,0.406618716,1.264166,0.020366406,0.016110547,3,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,151,19.2,674,0,2.88108,0.113226276,0.039299942,0.449961212,1.29637425,0.035579484,0.02744538,3,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,172,26.3,473,0,3.3851535,0.366793736,0.10835365,0.448717097,1.51897625,0.137578004,0.090572847,6,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,172,26.3,473,0,4.14728775,0.090393579,0.02179583,0.323195684,1.3403855,0.023886065,0.017820295,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,172,26.3,473,3.824579,3.52430225,0.827212583,0.234716697,0.386238226,1.36122025,0.217801539,0.160004628,7,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,172,26.3,473,0,2.7516635,0.521863985,0.189653998,0.560984383,1.54364025,0.155830213,0.100949825,5,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
6,172,26.3,473,0,3.16255725,0.097711952,0.030896501,0.750485861,2.3734545,0.789606848,0.33268253,4,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,2.03892825,0.121011266,0.059350429,0.828765259,1.6897929,0.062195345,0.03680649,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,1.87254675,0.082688865,0.044158505,0.96271503,1.8027289,0.051881767,0.028779572,4,Y,N,Y,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,1.70209575,0.192624456,0.11316899,0.671939064,1.143704625,0.290582849,0.254071586,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
5,147,19.9,328,0,1.84442425,0.037880222,0.020537695,0.954348356,1.76022325,0.051165469,0.029067602,4,Y,N,N,Y,Silver Carp,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,IC,IC,IC,IC
